name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(kmpl/kmpkg),engine(CC),max_power(bhp),seats
ChevroletBeatLT,2012,141000,128000,Petrol,Individual,Manual,ThirdOwner,18.6,1199,79.4,5
MahindraBoleroSLEBSIII,2011,280000,120000,Diesel,Individual,Manual,FirstOwner,13.6,2523,63,7
MarutiSX4ZXIATLeather,2010,350000,30000,Petrol,Individual,Automatic,FirstOwner,12.6,1586,103.2,5
TataNexon1.2RevotronXM,2018,575000,70000,Petrol,Individual,Manual,FirstOwner,17,1198,108.5,5
Hyundaii20SportzOption1.2,2015,550000,41000,Petrol,Individual,Manual,FirstOwner,18.6,1197,81.83,5
ToyotaEtiosV,2011,420000,28100,Petrol,Individual,Manual,FirstOwner,,,,
MarutiAltoLX,2006,120000,30000,Petrol,Individual,Manual,SecondOwner,19.7,796,46.3,5
MarutiAltoK10VXI,2015,320000,30000,Petrol,Individual,Manual,FirstOwner,23.95,998,67.05,5
HyundaiAentExecutive,2011,250000,35000,Petrol,Individual,Manual,FirstOwner,16.36,1495,93.7,5
MarutiSX4ZxiBSIII,2010,300000,22000,Petrol,Individual,Manual,FirstOwner,15,1586,104.68,5
MarutiWagonRVXI,2006,250000,70000,Petrol,Individual,Manual,FirstOwner,18.9,998,67.1,5
MarutiOmniE8StrSTD,2005,120000,100000,Petrol,Individual,Manual,SecondOwner,,,,
MahindraBolero2011-2019mHAWKD70ZLX,2018,750000,70000,Diesel,Individual,Manual,FirstOwner,16.5,1493,70,7
MahindraScorpio2.6CRDe,2005,151000,200000,Diesel,Individual,Manual,SecondOwner,10.5,2179,120,8
TataSafariDICOR2.2EX4x2,2011,300000,120000,Diesel,Individual,Manual,FirstOwner,13.93,2179,138.03,7
MarutiIgnis1.2ZetaBSIV,2019,577000,3000,Petrol,Individual,Manual,FirstOwner,20.89,1197,81.8,5
MarutiAltoK102010-2014VXI,2012,229999,50000,Petrol,Individual,Manual,FirstOwner,20.92,998,67.1,5
MahindraBolero2011-2019ZLX,2013,500000,50000,Diesel,Individual,Manual,FirstOwner,15.96,2523,62.1,7
HondaJazzVXCVT,2019,840000,1500,Petrol,Individual,Automatic,FirstOwner,18.2,1199,88.7,5
VolkswagenVento1.5TDIHighline,2017,900000,74000,Diesel,Individual,Manual,FirstOwner,22.27,1498,108.6,5
HondaJazz1.2ViVTEC,2017,650000,25000,Petrol,Individual,Manual,FirstOwner,18.7,1199,88.7,5
HondaJazz1.5VXiDTEC,2016,650000,61915,Diesel,Individual,Manual,FirstOwner,27.3,1498,98.6,5
HyundaiEONEraPlus,2016,250000,110000,Petrol,Individual,Manual,FirstOwner,21.1,814,55.2,5
VolkswagenPolo1.5TDIComfortline,2016,550000,70000,Diesel,Individual,Manual,FirstOwner,20.14,1498,88,5
MarutiSwiftLdiBSIII,2007,250000,150000,Diesel,Individual,Manual,Fourth&AboveOwner,17.8,1248,75,5
MahindraQuantoC4,2013,350000,110000,Diesel,Individual,Manual,SecondOwner,17.21,1493,100,7
ChevroletBeatDieselLT,2014,185000,90000,Diesel,Individual,Manual,SecondOwner,25.44,936,56.3,5
FordFigoPetrolTitanium,2010,229999,120000,Petrol,Individual,Manual,ThirdOwner,15.6,1196,70,5
ToyotaInnova2.5G(Diesel)8Seater,2016,1000000,65000,Diesel,Individual,Manual,FirstOwner,12.99,2494,100.6,8
MarutiWagonRVXI1.2,2019,490000,10000,Petrol,Individual,Manual,FirstOwner,20.52,1197,81.8,5
Hyundaii10Sportz,2009,150000,80000,Petrol,Individual,Manual,SecondOwner,20.36,1197,78.9,5
MarutiErtigaVDI,2013,600000,184000,Diesel,Individual,Manual,FirstOwner,20.77,1248,88.76,7
MarutiWagonRCNGLXI,2013,270000,80000,CNG,Individual,Manual,SecondOwner,32.52,998,58.33,5
MarutiZenLXi-BSIII,2005,60000,70000,Petrol,Individual,Manual,SecondOwner,17.3,993,60,5
MarutiSX4ZxiwithLeatherBSIII,2008,150000,89000,Petrol,Individual,Manual,SecondOwner,15.6,1586,104.68,5
HondaBrioExclusiveEdition,2014,335000,33033,Petrol,Dealer,Manual,FirstOwner,19.4,1198,86.8,5
MarutiSwiftVDI,2013,525000,69000,Diesel,Individual,Manual,SecondOwner,22.9,1248,74,5
HyundaiGrandi10ATAsta,2015,465000,63063,Petrol,Dealer,Automatic,FirstOwner,18.9,1197,82,5
TataIndicaV2eLX,2012,83000,90000,Diesel,Individual,Manual,SecondOwner,25,1396,69,5
HyundaiEONEraPlus,2017,300000,8000,Petrol,Individual,Manual,FirstOwner,21.1,814,55.2,5
Hyundaii201.2Sportz,2012,350000,35000,Petrol,Individual,Manual,FirstOwner,17,1197,80,5
Hyundaii201.2Sportz,2011,300000,45000,Petrol,Individual,Manual,FirstOwner,17,1197,80,5
FiatLinea1.3Active,2011,250000,30000,Diesel,Individual,Manual,FirstOwner,20.4,1248,91.2,5
Maruti800Std,2006,114999,59000,Petrol,Individual,Manual,SecondOwner,16.1,796,37,4
MarutiErtigaVXIPetrol,2018,700000,6200,Petrol,Individual,Manual,FirstOwner,19.34,1462,103,7
MarutiCelerioXZXI,2020,250000,120000,Petrol,Individual,Manual,SecondOwner,21.63,998,67,5
MarutiWagonRLXIBSIV,2016,350000,70000,Petrol,Individual,Manual,FirstOwner,20.51,998,67.04,5
MarutiOmni5StrSTD,1998,80000,70000,Petrol,Individual,Manual,FirstOwner,14,796,35,5
MahindraScorpioS27Seater,2017,850000,110000,Diesel,Individual,Manual,FirstOwner,15.4,2523,75,7
HyundaiSantroXingXG,2004,70000,158000,Petrol,Individual,Manual,FirstOwner,,,,
ChevroletSpark1.0LS,2007,90000,93000,Petrol,Individual,Manual,ThirdOwner,18,995,62,5
ChevroletTaveraNeo310SeatsBSIII,2014,600000,110000,Diesel,Individual,Manual,FirstOwner,13.58,2499,72.4,10
MarutiAltoLX,2007,135000,57000,Petrol,Individual,Manual,FirstOwner,19.7,796,46.3,5
HyundaiAentGLE,2005,150000,120000,Petrol,Individual,Manual,FirstOwner,13.2,1495,94,5
TataIndigoCSeLXBSIV,2012,259000,35000,Diesel,Individual,Manual,FirstOwner,23.03,1396,69,5
TataIndigoCSeLSBSIV,2012,220000,90000,Diesel,Individual,Manual,FirstOwner,23.03,1396,69,5
TataIndigoeCSLXBSIV,2012,246000,35000,Diesel,Individual,Manual,SecondOwner,23.03,1396,69,5
MarutiSwiftDzireVXi,2009,240000,120000,Petrol,Individual,Manual,FirstOwner,17.5,1298,85.8,5
HyundaiCreta1.4EPlus,2018,946000,60000,Diesel,Individual,Manual,FirstOwner,22.1,1396,88.7,5
TataIndigoeCSLXBSIV,2011,215000,70000,Diesel,Individual,Manual,FirstOwner,23.03,1396,69,5
MarutiZenLX,1999,50000,60000,Petrol,Individual,Manual,Fourth&AboveOwner,17.3,993,60,5
HondaAmazeSi-Dtech,2013,310000,100000,Diesel,Individual,Manual,FirstOwner,25.8,1498,98.6,5
Hyundaii10Magna,2008,220000,35000,Petrol,Individual,Manual,FirstOwner,20.36,1197,78.9,5
MarutiSwiftVdiBSIII,2008,195000,90000,Diesel,Individual,Manual,ThirdOwner,17.8,1248,75,5
Hyundaii20Active1.2S,2015,650000,50000,Petrol,Individual,Manual,FirstOwner,17.19,1197,81.86,5
Hyundaii201.2Magna,2011,350000,98000,Petrol,Individual,Manual,FirstOwner,18.5,1197,80,5
Hyundaii20Asta1.2,2013,360000,30000,Petrol,Individual,Manual,FirstOwner,18.5,1197,82.85,5
HyundaiElantraSX,2013,550000,50000,Petrol,Individual,Manual,SecondOwner,16.3,1797,147.5,5
HyundaiGrandi10Sportz,2016,490000,26000,Petrol,Individual,Manual,FirstOwner,18.9,1197,82,5
MarutiAltoLXi,2011,195000,46000,Petrol,Individual,Manual,SecondOwner,19.7,796,46.3,5
MarutiAltoLX,2010,125000,80000,Petrol,Individual,Manual,Fourth&AboveOwner,19.7,796,46.3,5
TataTiago1.2RevotronXZ,2019,459999,10000,Petrol,Individual,Manual,FirstOwner,23.84,1199,84,5
MarutiAlto800LXI,2015,275000,16700,Petrol,Individual,Manual,FirstOwner,22.74,796,47.3,5
MarutiSwiftDzireVDI,2018,680000,70000,Diesel,Individual,Manual,FirstOwner,28.4,1248,74.02,5
MarutiSwiftDzireZXI,2015,600000,7967,Petrol,Individual,Manual,FirstOwner,20.85,1197,83.14,5
MarutiSwiftZXIPlus,2018,720000,20000,Petrol,Individual,Manual,FirstOwner,22,1197,81.8,5
MarutiSwiftVDIBSIV,2011,295000,50000,Diesel,Individual,Manual,FirstOwner,,,,
RenaultKWIDRXTOptional,2016,356000,9656,Petrol,Individual,Manual,FirstOwner,25.17,799,53.3,5
Hyundaii10Era,2011,225000,50000,Petrol,Individual,Manual,FirstOwner,19.81,1086,68.05,5
FordFreestyleTitaniumDieselBSIV,2019,725000,17000,Diesel,Individual,Manual,FirstOwner,24.4,1498,98.63,5
ChevroletSpark1.0LT,2010,130000,50000,Petrol,Individual,Manual,FirstOwner,18,995,62,5
RenaultKWIDRXT,2015,300000,10000,Petrol,Individual,Manual,FirstOwner,25.17,799,53.3,5
Hyundaii20Sportz1.2,2013,400000,43000,Petrol,Individual,Manual,SecondOwner,18.5,1197,82.85,5
HyundaiVerna1.4CX,2013,550000,50000,Diesel,Individual,Manual,FirstOwner,23.5,1396,88.7,5
MarutiWagonRPRIMEA,2006,120000,90000,Petrol,Individual,Manual,SecondOwner,18.9,998,67,5
MahindraXyloD4BSIV,2012,409999,100000,Diesel,Individual,Manual,SecondOwner,14,2498,112,8
HyundaiSantroXing(Non-AC),2010,110000,80000,Petrol,Individual,Manual,SecondOwner,0,1086,62.1,5
MahindraBolero2011-2019SLX,2012,450000,120000,Diesel,Individual,Manual,FirstOwner,15.96,2523,62.1,7
MarutiSwiftVXI,2019,610000,5000,Petrol,Individual,Manual,FirstOwner,21.21,1197,81.8,5
FordEcosport1.5DV5MTTrend,2016,515000,68609,Diesel,Dealer,Manual,FirstOwner,22.7,1498,89.84,5
FordEcoSport1.5TDCiTitaniumBEBSIV,2018,925000,33360,Diesel,Dealer,Manual,FirstOwner,22.77,1498,98.59,5
NissanKicksXLBSIV,2019,860000,14317,Petrol,Dealer,Manual,FirstOwner,14.23,1498,104.55,5
FordFigoDieselTitanium,2012,225000,87237,Diesel,Dealer,Manual,SecondOwner,20,1399,68.05,5
FordFigo1.5DTrendMT,2017,500000,62960,Diesel,Dealer,Manual,FirstOwner,25.83,1498,99,5
MarutiSwiftDzireAMTVXI,2017,600000,26634,Petrol,Dealer,Automatic,FirstOwner,21.21,1197,81.8,5
FordFigoDieselEXIOption,2012,195000,163720,Diesel,Dealer,Manual,FirstOwner,18.5,1399,68,5
MarutiWagonRLXIBSIV,2012,265000,67998,Petrol,Dealer,Manual,FirstOwner,18.9,998,67.1,5
FordFreestyleTrendDiesel,2018,650000,20706,Diesel,Dealer,Manual,FirstOwner,23.8,1499,98.63,5
FordFigoAspire1.5TDCiTrend,2015,415000,100581,Diesel,Dealer,Manual,FirstOwner,25.83,1498,99,5
RenaultDuster85PSDieselRxEAdventure,2015,600000,67303,Diesel,Dealer,Manual,FirstOwner,20.45,1461,83.8,5
MarutiRitzVXi,2013,340000,79139,Petrol,Dealer,Manual,FirstOwner,18.5,1197,85.8,5
HyundaiGrandi10CRDiSportz,2014,350000,84784,Diesel,Dealer,Manual,FirstOwner,24,1120,70,5
MarutiRitzLDi,2012,265000,130376,Diesel,Dealer,Manual,SecondOwner,23.2,1248,73.94,5
TataSafariDICOR2.2EX4x2,2017,625000,72000,Diesel,Individual,Manual,FirstOwner,13.93,2179,138.03,7
HyundaiVernaCRDiSX,2008,245000,127000,Diesel,Individual,Manual,SecondOwner,16.8,1493,110,5
MarutiSwiftVDIBSIV,2014,395000,120000,Diesel,Individual,Manual,FirstOwner,25.2,1248,74,5
FiatPunto1.3Emotion,2010,190000,120000,Diesel,Individual,Manual,SecondOwner,,,,
HyundaiXcent1.1CRDiS,2014,490000,100000,Diesel,Individual,Manual,FirstOwner,24.4,1120,71,5
ToyotaEtiosGD,2012,450000,148000,Diesel,Individual,Manual,SecondOwner,,,,
MarutiErtigaSHVSVDI,2018,955000,40000,Diesel,Individual,Manual,FirstOwner,24.52,1248,88.5,7
MarutiSwiftDzireVDI,2013,525000,110000,Diesel,Individual,Manual,FirstOwner,23.4,1248,74,5
TataTigor1.2RevotronXZOption,2017,550000,30000,Petrol,Individual,Manual,FirstOwner,20.3,1199,84,5
TataIndicaVistaTDILX,2014,200000,120000,Diesel,Individual,Manual,SecondOwner,19.1,1405,70,5
FordFigoAspire1.2Ti-VCTTrend,2017,500000,15000,Petrol,Individual,Manual,FirstOwner,18.16,1196,86.8,5
MarutiSX4SCross2015-2017DDiS200Zeta,2016,825000,33500,Diesel,Individual,Manual,FirstOwner,23.65,1248,88.5,5
MahindraQuantoC6,2012,250000,70000,Diesel,Individual,Manual,FirstOwner,17.21,1493,100,7
ToyotaEtiosCross1.2LG,2015,600000,10000,Petrol,Individual,Manual,FirstOwner,18.16,1197,78.8,5
MahindraScorpioS7120,2018,1325000,22053,Diesel,Individual,Manual,FirstOwner,16.36,2179,120,7
MahindraTUV300T8,2016,770000,50000,Diesel,Individual,Manual,FirstOwner,18.49,1493,100,7
ChevroletOptraMagnum2.0LS,2011,415000,78432,Diesel,Individual,Manual,FirstOwner,16.52,1991,123.7,5
HyundaiSantaFe4X4,2011,825000,125000,Diesel,Individual,Manual,SecondOwner,14.66,2199,194.3,7
FordAspireTrendDieselBSIV,2018,530000,80000,Diesel,Individual,Manual,FirstOwner,26.1,1498,99.23,5
ToyotaInnova2.5VDiesel8-seater,2006,425000,270000,Diesel,Individual,Manual,ThirdOwner,12.8,2494,102,8
HondaBrioVMT,2012,310000,50000,Petrol,Individual,Manual,SecondOwner,19.4,1198,86.8,5
TataTiago1.2RevotronXZ,2017,390000,20000,Petrol,Individual,Manual,FirstOwner,23.84,1199,84,5
HyundaiCreta1.6VTVTEPlus,2016,700000,30000,Petrol,Individual,Manual,FirstOwner,15.29,1591,121.3,5
Hyundaii10Sportz1.1L,2010,200000,70000,Petrol,Individual,Manual,SecondOwner,19.81,1086,68.05,5
ToyotaInnova2.5G(Diesel)8Seater,2013,1050000,7200,Diesel,Individual,Manual,FirstOwner,12.99,2494,100.6,8
HondaCityiDTECSV,2014,580000,97000,Diesel,Individual,Manual,FirstOwner,26,1498,98.6,5
HyundaiEONEraPlus,2014,200000,60000,Petrol,Individual,Manual,SecondOwner,21.1,814,55.2,5
ChevroletSailHatchbackPetrolLSABS,2013,245000,25000,Petrol,Individual,Manual,FirstOwner,18.2,1199,84.8,5
Hyundaii10Sportz,2010,210000,94000,Petrol,Individual,Manual,SecondOwner,20.36,1197,78.9,5
MarutiBalenoLXI,2005,50000,90000,Petrol,Individual,Manual,SecondOwner,15.4,1590,94,5
ChevroletCaptiva2.2LTZAWD,2012,700000,50000,Diesel,Individual,Automatic,SecondOwner,12.12,2231,184,7
TataBoltQuadrajetXE,2019,660000,35000,Diesel,Individual,Manual,FirstOwner,22.95,1248,74,5
HondaCityiVTECV,2015,630000,117500,Petrol,Individual,Manual,SecondOwner,17.4,1497,117.3,5
MahindraXUV500W82WD,2012,950000,78500,Diesel,Individual,Manual,FirstOwner,15.1,2179,140,7
Hyundaii201.2AstaDualTone,2018,740000,8000,Petrol,Individual,Manual,FirstOwner,18.6,1197,81.83,5
FordFigoAspire1.2Ti-VCTSportsEdition,2017,570000,25000,Petrol,Individual,Manual,FirstOwner,18.12,1196,86.8,5
HyundaiVerna1.6SX,2012,450000,60000,Diesel,Individual,Manual,ThirdOwner,22.32,1582,126.32,5
DatsunRediGO1.0TOption,2019,390000,10000,Petrol,Individual,Manual,FirstOwner,22.5,999,67,5
FordIkon1.6Nxt,2009,180000,70000,Petrol,Individual,Manual,SecondOwner,14.2,1597,92,5
TataNanoLX,2015,130000,60000,Petrol,Individual,Manual,FirstOwner,25.4,624,37.48,4
HondaCity2017-2020GXi,2006,270000,70000,Petrol,Individual,Manual,SecondOwner,17.7,1497,78,5
Maruti800DX,1997,60000,25000,Petrol,Individual,Manual,ThirdOwner,16.1,796,37,4
HyundaiVerna1.6XiABS,2006,170000,90000,Petrol,Individual,Manual,ThirdOwner,13.9,1599,103.2,5
HyundaiCreta1.6CRDiSX,2015,978999,90000,Diesel,Individual,Manual,FirstOwner,19.67,1582,126.2,5
TataTiago1.2RevotronXM,2018,490000,25000,Petrol,Individual,Manual,FirstOwner,23.84,1199,84,5
FordFiestaDieselStyle,2012,280000,60000,Diesel,Individual,Manual,SecondOwner,23.5,1498,88.7,5
TataTiago1.2RevotronXM,2018,390000,25000,Petrol,Individual,Manual,FirstOwner,23.84,1199,84,5
MarutiAlto800VXI,2013,170000,60000,Petrol,Individual,Manual,Fourth&AboveOwner,22.74,796,47.3,5
ChevroletSpark1.0,2008,45000,70000,Petrol,Individual,Manual,FirstOwner,18,995,62,5
MarutiErtigaSHVSVDI,2016,640000,80000,Diesel,Individual,Manual,SecondOwner,24.52,1248,88.5,7
MahindraScorpioS29Seater,2015,650000,110000,Diesel,Individual,Manual,SecondOwner,15.4,2523,75,9
MahindraScorpioLX,2013,500000,115717,Diesel,Individual,Manual,FirstOwner,12.05,2179,120,9
FordFusionPlus1.4TDCiDiesel,2008,90000,110000,Diesel,Individual,Manual,SecondOwner,17.7,1399,68,5
TataAriaPureLX4x2,2014,480000,70000,Diesel,Individual,Manual,SecondOwner,15.05,2179,147.9,7
MarutiSwiftVXI,2019,630000,4000,Petrol,Individual,Manual,FirstOwner,21.21,1197,81.8,5
Hyundaii10Sportz,2011,250000,50000,Petrol,Individual,Manual,FirstOwner,20.36,1197,78.9,5
HyundaiGrandi10Sportz,2016,330000,70000,Petrol,Individual,Manual,Fourth&AboveOwner,18.9,1197,82,5
Hyundaii10Magna,2009,180000,70000,Petrol,Individual,Manual,SecondOwner,20.36,1197,78.9,5
Hyundaii20Magna,2010,210000,50000,Petrol,Individual,Manual,SecondOwner,18.5,1197,80,5
MarutiSwiftDzireZDI,2016,550000,55000,Diesel,Individual,Manual,FirstOwner,26.59,1248,74,5
TataNexon1.2RevotronXZAPlus,2020,950000,5000,Petrol,Individual,Automatic,FirstOwner,17,1198,108.5,5
MahindraBolero2011-2019ZLX,2013,430000,100000,Diesel,Individual,Manual,SecondOwner,15.96,2523,62.1,7
Hyundaii10Sportz,2014,348000,23000,Petrol,Individual,Manual,SecondOwner,20.36,1197,78.9,5
MarutiAlto800LX,2014,196000,60000,Petrol,Individual,Manual,SecondOwner,22.74,796,47.3,5
MarutiWagonRLXIMinor,2010,150000,70000,Petrol,Individual,Manual,SecondOwner,18.9,1061,67,5
HyundaiSantroXingXSeRLXEuroIII,2005,90000,82000,Petrol,Individual,Manual,Fourth&AboveOwner,,,,
MarutiWagonRLXIMinor,2009,150000,60000,Petrol,Individual,Manual,SecondOwner,18.9,1061,67,5
TataSafariStormeVXVaricor400,2019,1250000,100000,Diesel,Individual,Manual,FirstOwner,14.1,2179,153.86,7
MarutiErtigaVDI,2015,600000,90000,Diesel,Individual,Manual,ThirdOwner,20.77,1248,88.76,7
TataNanoLxBSIV,2010,65000,26432,Petrol,Dealer,Manual,FirstOwner,25.4,624,37.48,4
MarutiOmniE8StrSTD,2016,220000,46702,Petrol,Dealer,Manual,FirstOwner,16.8,796,34.2,8
MarutiOmniE8StrSTD,2016,220000,46706,Petrol,Dealer,Manual,FirstOwner,16.8,796,34.2,8
TataIndicaV2eXetaGLS,2006,110000,53523,Petrol,Dealer,Manual,FirstOwner,16.84,1193,64.4,5
ChevroletBeatDieselLT,2012,175000,56365,Diesel,Dealer,Manual,FirstOwner,25.44,936,56.3,5
ChevroletSpark1.0LT,2011,160000,49563,Petrol,Dealer,Manual,FirstOwner,16.2,995,62.1,5
Maruti800StdBSIII,2004,65000,56432,Petrol,Dealer,Manual,FirstOwner,16.1,796,37,4
Maruti800AC,2002,60000,52365,Petrol,Dealer,Manual,SecondOwner,16.1,796,37,4
MarutiAltoLXiBSIII,2007,120000,53512,Petrol,Dealer,Manual,SecondOwner,19.7,796,46.3,5
HyundaiSantroXingXG,2005,110000,53563,Petrol,Dealer,Manual,SecondOwner,,,,
MahindraSsangyongRextonRX7,2013,1000000,40000,Diesel,Individual,Automatic,FirstOwner,11.18,2696,184,7
MarutiWagonRLXIBSIV,2010,220000,46533,Petrol,Dealer,Manual,FirstOwner,18.9,998,67.1,5
MarutiOmniE8StrSTD,2005,105000,59635,Petrol,Dealer,Manual,SecondOwner,,,,
MarutiOmni8SeaterBSIV,2008,114999,58632,Petrol,Dealer,Manual,SecondOwner,14,796,35,5
MarutiOmniLPGSTDBSIV,2008,110000,58632,LPG,Dealer,Manual,SecondOwner,,,,
MahindraXUV500ATW62WD,2016,850000,80000,Diesel,Individual,Automatic,SecondOwner,16,2179,140,7
MarutiErtigaSHVSVDI,2016,750000,70000,Diesel,Individual,Manual,FirstOwner,24.52,1248,88.5,7
RenaultKWID1.0RXTOptional,2017,265000,90000,Petrol,Individual,Manual,FirstOwner,23.01,999,67,5
FordClassic1.6DuratecTitanium,2014,450000,110000,Petrol,Individual,Manual,SecondOwner,14.09,1596,99.6,5
MahindraQuantoC6,2013,225000,90000,Diesel,Individual,Manual,FirstOwner,17.21,1493,100,7
MahindraScorpioS107Seater,2015,1125000,70000,Diesel,Individual,Manual,FirstOwner,15.4,2179,120,7
MarutiSwiftVXIwithABS,2009,270000,80000,Petrol,Individual,Manual,FirstOwner,16.6,1197,85,5
MarutiAltoLX,2007,130000,78000,Petrol,Individual,Manual,FirstOwner,19.7,796,46.3,5
MahindraBoleroPowerPlusSLE,2017,660000,45000,Diesel,Individual,Manual,FirstOwner,16.5,1493,70,7
MarutiAltoK10VXI,2015,240000,50000,Petrol,Individual,Manual,SecondOwner,23.95,998,67.05,5
MarutiAlto800LXI,2017,275000,58000,Petrol,Individual,Manual,FirstOwner,24.7,796,47.3,5
ToyotaInnova2.5VX8STRBSIV,2012,750000,120000,Diesel,Individual,Manual,FirstOwner,12.8,2494,102,8
ChevroletAveoU-VA1.2,2007,65000,30000,Petrol,Individual,Manual,SecondOwner,14.7,1150,76,5
TataSafariStormeEX,2017,850000,162000,Diesel,Individual,Manual,FirstOwner,14.1,2179,147.94,7
MarutiWagonRLXICNG,2016,300000,50000,CNG,Individual,Manual,SecondOwner,26.6,998,58.16,5
Hyundaii201.2MagnaExecutive,2018,555000,25000,Petrol,Individual,Manual,SecondOwner,18.6,1197,81.83,5
MahindraScorpio1.99S6Plus,2015,825000,60000,Diesel,Individual,Manual,FirstOwner,15.4,1997,120,7
HyundaiSantroXingGLSLPG,2010,150000,70000,LPG,Individual,Manual,ThirdOwner,13.45,1086,62.1,5
MarutiSwiftDzireVDi,2009,185000,138000,Diesel,Individual,Manual,SecondOwner,19.3,1248,73.9,5
Hyundaii10Magna,2010,180000,70000,Petrol,Individual,Manual,SecondOwner,20.36,1197,78.9,5
MarutiAltoLXi,2010,160000,48000,Petrol,Individual,Manual,SecondOwner,19.7,796,46.3,5
FordEndeavour3.0L4X2AT,2012,500000,110000,Diesel,Individual,Automatic,FirstOwner,11.4,2953,153.86,7
MarutiSwiftVDIBSIV,2014,375000,88000,Diesel,Individual,Manual,SecondOwner,25.2,1248,74,5
ToyotaInnova2.5GX(Diesel)7Seater,2015,900000,68000,Diesel,Individual,Manual,FirstOwner,12.99,2494,100.6,7
HyundaiGrandi10Sportz,2017,459999,70000,Petrol,Individual,Manual,FirstOwner,18.9,1197,82,5
RenaultDuster85PSDieselRxL,2014,480000,80000,Diesel,Individual,Manual,FirstOwner,20.45,1461,83.8,5
MarutiSwiftVDI,2013,320000,100000,Diesel,Individual,Manual,ThirdOwner,22.9,1248,74,5
MarutiSwiftVDI,2013,370000,96000,Diesel,Individual,Manual,SecondOwner,22.9,1248,74,5
HyundaiSantroXingBase,2005,80000,123219,Petrol,Individual,Manual,ThirdOwner,,,,
MarutiZenLX,2002,75000,30000,Petrol,Individual,Manual,ThirdOwner,17.3,993,60,5
MarutiRitzLDi,2016,400000,60000,Diesel,Individual,Manual,ThirdOwner,23.2,1248,73.94,5
HondaCity1.5GXICVT,2005,250000,90000,Petrol,Individual,Automatic,SecondOwner,,,,
MarutiSwiftVDIBSIV,2014,425000,65000,Diesel,Individual,Manual,FirstOwner,25.2,1248,74,5
MarutiCelerioZXI,2014,325000,48000,Petrol,Individual,Manual,FirstOwner,23.1,998,67.04,5
HyundaiGrandi10Magna,2016,350000,65300,Petrol,Individual,Manual,SecondOwner,18.9,1197,82,5
Hyundaii201.2AstaDualTone,2018,600000,40000,Petrol,Individual,Manual,FirstOwner,18.6,1197,81.83,5
ChevroletBeatDiesel,2012,120000,60000,Diesel,Individual,Manual,SecondOwner,25.44,936,57.6,5
MarutiAltoK102010-2014VXI,2012,200000,70000,Petrol,Individual,Manual,SecondOwner,20.92,998,67.1,5
MarutiAltoLXiBSIII,2008,100000,70000,Petrol,Individual,Manual,ThirdOwner,19.7,796,46.3,5
HyundaiGrandi10CRDiAsta,2014,350000,70000,Diesel,Individual,Manual,SecondOwner,24,1120,70,5
MarutiAltoLXi,2006,85000,150000,Petrol,Individual,Manual,SecondOwner,19.7,796,46.3,5
MarutiAltoK10VXIOptional,2019,399000,10000,Petrol,Individual,Manual,FirstOwner,23.95,998,67.05,5
HyundaiVerna1.6CRDI,2014,580000,56000,Diesel,Individual,Manual,FirstOwner,22.32,1582,126.3,5
DatsunRediGOTOption,2017,290000,30000,Petrol,Individual,Manual,FirstOwner,22.7,799,53.64,5
HyundaiGrandi10Magna,2014,380000,50000,Petrol,Individual,Manual,SecondOwner,18.9,1197,82,5
FordFigoDieselEXI,2010,200000,120000,Diesel,Individual,Manual,FirstOwner,20,1399,68,5
MarutiWagonRLXICNG,2018,390000,40000,CNG,Individual,Manual,FirstOwner,26.6,998,58.16,5
HyundaiGrandi101.2KappaAsta,2017,500000,27500,Petrol,Individual,Manual,FirstOwner,18.9,1197,81.86,5
MarutiErtigaVDI,2012,520000,73000,Diesel,Individual,Manual,FirstOwner,20.77,1248,88.76,7
MarutiSwiftDzireVDI,2017,650000,75000,Diesel,Individual,Manual,FirstOwner,26.59,1248,74,5
RenaultKWIDClimber1.0MT,2018,380000,5000,Petrol,Individual,Manual,FirstOwner,23.01,999,67,5
